Año;Trimestre;País de residencia;Provincia visitada;Turistas no residentes*;Noches;Gasto en US$**;Casos Muestrales***;Paso
2023;3;Bolivia;Mendoza;271;6727;407730.8;5;Ezeiza y Aeroparque
2023;3;Brasil;Mendoza;5686;28656;4360066.1;49;Ezeiza y Aeroparque
2023;3;Chile;Mendoza;272;1606;152472.5;4;Ezeiza y Aeroparque
2023;3;EE.UU. y Canadá;Mendoza;3407;82145;3553397.1;37;Ezeiza y Aeroparque
2023;3;Europa;Mendoza;5201;45078;3174925.1;84;Ezeiza y Aeroparque
2023;3;Resto de América;Mendoza;4911;23565;2657633.9;85;Ezeiza y Aeroparque
2023;3;Resto del mundo;Mendoza;616;5011;211266.8;3;Ezeiza y Aeroparque
2023;3;Uruguay;Mendoza;62;186;28163.2;1;Ezeiza y Aeroparque
2023;4;Bolivia;Mendoza;92;368;67383.9;2;Ezeiza y Aeroparque
2023;4;Brasil;Mendoza;3221;16052;2119566.2;29;Ezeiza y Aeroparque
2023;4;Chile;Mendoza;682;2773;285828.3;8;Ezeiza y Aeroparque
2023;4;EE.UU. y Canadá;Mendoza;5315;30534;2305347.6;35;Ezeiza y Aeroparque
2023;4;Europa;Mendoza;8679;123126;6649730.3;79;Ezeiza y Aeroparque
2023;4;Paraguay;Mendoza;151;802;152302.2;2;Ezeiza y Aeroparque
2023;4;Resto de América;Mendoza;3979;27032;2135208.9;54;Ezeiza y Aeroparque
2023;4;Resto del mundo;Mendoza;1747;15726;561297.5;6;Ezeiza y Aeroparque
2023;4;Uruguay;Mendoza;215;574;125528.4;2;Ezeiza y Aeroparque
2024;1;Bolivia;Mendoza;127;822;38461.8;2;Ezeiza y Aeroparque
2024;1;Brasil;Mendoza;4195;25194;2695485.4;58;Ezeiza y Aeroparque
2024;1;Chile;Mendoza;408;1696;114445.1;7;Ezeiza y Aeroparque
2024;1;EE.UU. y Canadá;Mendoza;5839;106468;3692890.4;32;Ezeiza y Aeroparque
2024;1;Europa;Mendoza;11015;144668;7553474.5;63;Ezeiza y Aeroparque
2024;1;Paraguay;Mendoza;301;1466;191878.1;6;Ezeiza y Aeroparque
2024;1;Resto de América;Mendoza;3995;16446;2289552.9;70;Ezeiza y Aeroparque
2024;1;Resto del mundo;Mendoza;870;2304;122048.5;2;Ezeiza y Aeroparque
2024;1;Uruguay;Mendoza;666;3061;345228.6;8;Ezeiza y Aeroparque
2024;2;Bolivia;Mendoza;138;480;126923.4;7;Ezeiza y Aeroparque
2024;2;Brasil;Mendoza;6464;35847;5382233.3;83;Ezeiza y Aeroparque
2024;2;Chile;Mendoza;264;1038;124627.2;6;Ezeiza y Aeroparque
2024;2;EE.UU. y Canadá;Mendoza;4317;25852;2451221.9;44;Ezeiza y Aeroparque
2024;2;Europa;Mendoza;4054;24792;2099692.3;51;Ezeiza y Aeroparque
2024;2;Paraguay;Mendoza;468;1344;372316.6;14;Ezeiza y Aeroparque
2024;2;Resto de América;Mendoza;3595;14902;1647716.4;81;Ezeiza y Aeroparque
2024;2;Resto del mundo;Mendoza;963;3459;373095.3;4;Ezeiza y Aeroparque
2024;2;Uruguay;Mendoza;209;2260;109277.9;3;Ezeiza y Aeroparque
2024;3;Brasil;Mendoza;5146;25445;3212946.9;83;Ezeiza y Aeroparque
2024;3;Chile;Mendoza;45;1260;6351.9;1;Ezeiza y Aeroparque
2024;3;EE.UU. y Canadá;Mendoza;2668;18723;2099402.7;38;Ezeiza y Aeroparque
2024;3;Europa;Mendoza;3996;48311;3351236.8;68;Ezeiza y Aeroparque
2024;3;Paraguay;Mendoza;250;1229;227660.9;12;Ezeiza y Aeroparque
2024;3;Resto de América;Mendoza;3336;14680;2037820.1;93;Ezeiza y Aeroparque
2024;3;Resto del mundo;Mendoza;1012;22120;1739218.6;5;Ezeiza y Aeroparque
2024;3;Uruguay;Mendoza;839;5642;433553.6;23;Ezeiza y Aeroparque
2024;4;Bolivia;Mendoza;97;820;101854.1;4;Ezeiza y Aeroparque
2024;4;Brasil;Mendoza;4848;28052;4386612.1;74;Ezeiza y Aeroparque
2024;4;Chile;Mendoza;477;2778;177528.1;11;Ezeiza y Aeroparque
2024;4;EE.UU. y Canadá;Mendoza;5216;20437;3541311.6;52;Ezeiza y Aeroparque
2024;4;Europa;Mendoza;6805;40742;3132276.3;58;Ezeiza y Aeroparque
2024;4;Paraguay;Mendoza;140;812;195373.9;5;Ezeiza y Aeroparque
2024;4;Resto de América;Mendoza;3537;16866;3027042.8;97;Ezeiza y Aeroparque
2024;4;Resto del mundo;Mendoza;696;3132;546231.1;4;Ezeiza y Aeroparque
2024;4;Uruguay;Mendoza;490;2757;284257.0;11;Ezeiza y Aeroparque
2025;1;Bolivia;Mendoza;26;104;7741.5;2;Ezeiza y Aeroparque
2025;1;Brasil;Mendoza;3750;30927;4911266.7;87;Ezeiza y Aeroparque
2025;1;Chile;Mendoza;648;2277;302227.2;18;Ezeiza y Aeroparque
2025;1;EE.UU. y Canadá;Mendoza;4181;22424;3349309.3;36;Ezeiza y Aeroparque
2025;1;Europa;Mendoza;6197;67229;4816468.2;47;Ezeiza y Aeroparque
2025;1;Paraguay;Mendoza;66;390;92510.9;10;Ezeiza y Aeroparque
2025;1;Resto de América;Mendoza;3028;30312;3433977.5;87;Ezeiza y Aeroparque
2025;1;Resto del mundo;Mendoza;1564;11322;1090776.4;8;Ezeiza y Aeroparque
2025;2;Bolivia;Mendoza;48;304;63084.5;5;Ezeiza y Aeroparque
2025;2;Brasil;Mendoza;5182;31012;3500701.7;73;Ezeiza y Aeroparque
2025;2;Chile;Mendoza;255;1318;122002.4;8;Ezeiza y Aeroparque
2025;2;EE.UU. y Canadá;Mendoza;4457;22470;2461130.8;46;Ezeiza y Aeroparque
2025;2;Europa;Mendoza;4317;43381;3093656.3;71;Ezeiza y Aeroparque
2025;2;Paraguay;Mendoza;29;203;26260.1;1;Ezeiza y Aeroparque
2025;2;Resto de América;Mendoza;3771;29130;4086966.9;88;Ezeiza y Aeroparque
2025;2;Uruguay;Mendoza;595;2988;528013.2;6;Ezeiza y Aeroparque
2025;3;Bolivia;Mendoza;136;555;78946.7;6;Ezeiza y Aeroparque
2025;3;Brasil;Mendoza;4901;32356;3650389.5;49;Ezeiza y Aeroparque
2025;3;Chile;Mendoza;212;1116;92662.9;11;Ezeiza y Aeroparque
2025;3;EE.UU. y Canadá;Mendoza;1272;9924;466734.7;16;Ezeiza y Aeroparque
2025;3;Europa;Mendoza;2789;27573;2579866.1;47;Ezeiza y Aeroparque
2025;3;Paraguay;Mendoza;34;256;21998.1;3;Ezeiza y Aeroparque
2025;3;Resto de América;Mendoza;4329;22058;3799642.5;67;Ezeiza y Aeroparque
2025;3;Resto del mundo;Mendoza;369;4345;333267.9;3;Ezeiza y Aeroparque
2025;3;Uruguay;Mendoza;419;7526;414798.8;3;Ezeiza y Aeroparque
2019;1;Chile;Mendoza;42201;218761;9497748.8;621;Cristo Redentor
2019;1;Resto del mundo;Mendoza;18605;128387;6927361.9;730;Cristo Redentor
2019;2;Chile;Mendoza;29400;113104;5484291.8;652;Cristo Redentor
2019;2;Resto del mundo;Mendoza;11544;65408;4342091.7;611;Cristo Redentor
2019;3;Chile;Mendoza;33180;160255;6890280.0;950;Cristo Redentor
2019;3;Resto del mundo;Mendoza;12629;93436;2998881.1;497;Cristo Redentor
2019;4;Chile;Mendoza;46824;204550;10127739.8;725;Cristo Redentor
2019;4;Resto del mundo;Mendoza;19484;109860;6944899.6;512;Cristo Redentor
2020;1;Chile;Mendoza;54574;315262;13349509.9;853;Cristo Redentor
2020;1;Resto del mundo;Mendoza;22384;116322;7143453.0;443;Cristo Redentor
2021;4;Chile;Mendoza;1997;31143;721893.7;195;Cristo Redentor
2021;4;Resto del mundo;Mendoza;138;361;42580.9;5;Cristo Redentor
2022;1;Chile;Mendoza;12206;123744;4540699.3;971;Cristo Redentor
2022;1;Resto del mundo;Mendoza;2433;19702;1010639.3;135;Cristo Redentor
2022;2;Chile;Mendoza;22516;131849;6562727.3;789;Cristo Redentor
2022;2;Resto del mundo;Mendoza;5005;32634;2649379.0;314;Cristo Redentor
2022;3;Chile;Mendoza;21800;159129;6940321.7;917;Cristo Redentor
2022;3;Resto del mundo;Mendoza;6069;32458;2519271.9;434;Cristo Redentor
2022;4;Chile;Mendoza;48771;278885;13391495.3;1152;Cristo Redentor
2022;4;Resto del mundo;Mendoza;8196;46905;4241832.0;357;Cristo Redentor
2023;1;Chile;Mendoza;69298;402532;19750465.4;1241;Cristo Redentor
2023;1;Resto del mundo;Mendoza;10955;61392;5461249.2;360;Cristo Redentor
2023;2;Chile;Mendoza;64323;275221;18563448.2;1250;Cristo Redentor
2023;2;Resto del mundo;Mendoza;7920;39660;3161068.3;223;Cristo Redentor
2023;3;Chile;Mendoza;6791;54262;2369310.5;917;Cristo Redentor
2023;3;Resto del mundo;Mendoza;4875;26890;1488427.7;225;Cristo Redentor
2023;4;Chile;Mendoza;20794;107104;7044698.8;1218;Cristo Redentor
2023;4;Resto del mundo;Mendoza;9494;49997;4300058.8;296;Cristo Redentor
2024;1;Chile;Mendoza;25366;158306;6360207.0;1195;Cristo Redentor
2024;1;Resto del mundo;Mendoza;12450;76586;5693085.4;343;Cristo Redentor
2024;2;Chile;Mendoza;13184;86865;2900322.6;706;Cristo Redentor
2024;2;Resto del mundo;Mendoza;5358;31346;2202948.4;282;Cristo Redentor
2024;3;Chile;Mendoza;14422;95985;3009434.9;890;Cristo Redentor
2024;3;Resto del mundo;Mendoza;6416;25981;1999592.2;371;Cristo Redentor
2024;4;Chile;Mendoza;27100;145205;6526943.5;931;Cristo Redentor
2024;4;Resto del mundo;Mendoza;12441;98886;6073410.8;356;Cristo Redentor
2025;1;Chile;Mendoza;28543;179843;7028351.3;963;Cristo Redentor
2025;1;Resto del mundo;Mendoza;13560;102388;6401616.7;403;Cristo Redentor
2025;2;Chile;Mendoza;14426;98630;3190602.1;737;Cristo Redentor
2025;2;Resto del mundo;Mendoza;7431;39940;2535860.6;253;Cristo Redentor
2025;3;Chile;Mendoza;8081;53869;2007240.9;482;Cristo Redentor
2025;3;Resto del mundo;Mendoza;3612;13130;1044123.2;209;Cristo Redentor
2019;1;Brasil;Mendoza;8373;43475;7128479.5;524;Aeropuerto de Mendoza
2019;1;Chile;Mendoza;10278;48564;4467531.4;720;Aeropuerto de Mendoza
2019;1;EE.UU. y Canadá;Mendoza;5265;57872;5123296.5;385;Aeropuerto de Mendoza
2019;1;Europa y resto del mundo;Mendoza;5076;43492;4969556.2;219;Aeropuerto de Mendoza
2019;1;Resto de América;Mendoza;5233;55013;4100013.0;375;Aeropuerto de Mendoza
2019;2;Brasil;Mendoza;8898;41315;7359681.9;835;Aeropuerto de Mendoza
2019;2;Chile;Mendoza;7407;26505;2954873.8;910;Aeropuerto de Mendoza
2019;2;EE.UU. y Canadá;Mendoza;2681;21502;1999351.6;330;Aeropuerto de Mendoza
2019;2;Europa y resto del mundo;Mendoza;2681;19978;1368343.0;201;Aeropuerto de Mendoza
2019;2;Resto de América;Mendoza;4192;28353;2583047.9;562;Aeropuerto de Mendoza
2019;3;Brasil;Mendoza;9788;48295;8750835.1;967;Aeropuerto de Mendoza
2019;3;Chile;Mendoza;8296;31750;2967508.8;1139;Aeropuerto de Mendoza
2019;3;EE.UU. y Canadá;Mendoza;2208;19105;1483247.4;280;Aeropuerto de Mendoza
2019;3;Europa y resto del mundo;Mendoza;2294;21049;1193900.5;195;Aeropuerto de Mendoza
2019;3;Resto de América;Mendoza;4054;32078;2482964.2;500;Aeropuerto de Mendoza
2019;4;Brasil;Mendoza;9567;47134;8229307.9;816;Aeropuerto de Mendoza
2019;4;Chile;Mendoza;9832;33660;3684208.3;834;Aeropuerto de Mendoza
2019;4;EE.UU. y Canadá;Mendoza;3274;33300;3116648.3;360;Aeropuerto de Mendoza
2019;4;Europa y resto del mundo;Mendoza;3309;23064;2059121.5;233;Aeropuerto de Mendoza
2019;4;Resto de América;Mendoza;5766;58769;4301152.9;510;Aeropuerto de Mendoza
2020;1;Brasil;Mendoza;6270;34339;5531841.2;596;Aeropuerto de Mendoza
2020;1;Chile;Mendoza;5239;21598;2005728.5;572;Aeropuerto de Mendoza
2020;1;EE.UU. y Canadá;Mendoza;4016;41339;4000240.9;332;Aeropuerto de Mendoza
2020;1;Europa y resto del mundo;Mendoza;3343;29341;2824675.9;202;Aeropuerto de Mendoza
2020;1;Resto de América;Mendoza;3411;28262;2300462.9;430;Aeropuerto de Mendoza
2021;4;Brasil;Mendoza;1524;10077;1676331.3;187;Aeropuerto de Mendoza
2021;4;Chile;Mendoza;2403;28323;1035880.7;152;Aeropuerto de Mendoza
2021;4;EE.UU. y Canadá;Mendoza;311;5802;293792.0;27;Aeropuerto de Mendoza
2021;4;Europa y resto del mundo;Mendoza;289;4618;175210.1;19;Aeropuerto de Mendoza
2021;4;Resto de América;Mendoza;433;6003;665519.9;48;Aeropuerto de Mendoza
2022;1;Brasil;Mendoza;3812;34444;3881096.9;262;Aeropuerto de Mendoza
2022;1;Chile;Mendoza;3125;32443;1694471.0;272;Aeropuerto de Mendoza
2022;1;EE.UU. y Canadá;Mendoza;2113;36151;2779692.1;151;Aeropuerto de Mendoza
2022;1;Europa y resto del mundo;Mendoza;1721;37372;1615775.8;93;Aeropuerto de Mendoza
2022;1;Resto de América;Mendoza;1188;18198;1285106.3;80;Aeropuerto de Mendoza
2022;2;Brasil;Mendoza;5655;35239;5972895.5;339;Aeropuerto de Mendoza
2022;2;Chile;Mendoza;2917;22444;1328723.2;306;Aeropuerto de Mendoza
2022;2;EE.UU. y Canadá;Mendoza;1570;18398;1176676.4;193;Aeropuerto de Mendoza
2022;2;Europa y resto del mundo;Mendoza;1082;14143;579276.7;34;Aeropuerto de Mendoza
2022;2;Resto de América;Mendoza;1696;18655;1310010.6;161;Aeropuerto de Mendoza
2022;3;Brasil;Mendoza;11487;69719;12153550.8;649;Aeropuerto de Mendoza
2022;3;Chile;Mendoza;5383;35730;2873445.7;373;Aeropuerto de Mendoza
2022;3;EE.UU. y Canadá;Mendoza;1889;23267;1669232.9;236;Aeropuerto de Mendoza
2022;3;Europa y resto del mundo;Mendoza;1116;24633;1157323.8;35;Aeropuerto de Mendoza
2022;3;Resto de América;Mendoza;2288;22340;2026249.3;182;Aeropuerto de Mendoza
2022;4;Brasil;Mendoza;9955;63115;15773604.1;517;Aeropuerto de Mendoza
2022;4;Chile;Mendoza;6459;40172;3306953.4;310;Aeropuerto de Mendoza
2022;4;EE.UU. y Canadá;Mendoza;3680;39845;4669624.3;220;Aeropuerto de Mendoza
2022;4;Europa y resto del mundo;Mendoza;2622;42370;2263726.1;67;Aeropuerto de Mendoza
2022;4;Resto de América;Mendoza;3968;31554;2932217.5;230;Aeropuerto de Mendoza
2023;1;Brasil;Mendoza;10287;70490;18558323.9;353;Aeropuerto de Mendoza
2023;1;Chile;Mendoza;8245;51926;4962558.0;403;Aeropuerto de Mendoza
2023;1;EE.UU. y Canadá;Mendoza;6476;65457;10990783.5;289;Aeropuerto de Mendoza
2023;1;Europa y resto del mundo;Mendoza;4595;60110;9505642.8;120;Aeropuerto de Mendoza
2023;1;Resto de América;Mendoza;4231;40215;3093282.3;213;Aeropuerto de Mendoza
2023;2;Brasil;Mendoza;15478;85006;23737919.1;738;Aeropuerto de Mendoza
2023;2;Chile;Mendoza;8960;41595;4306510.5;386;Aeropuerto de Mendoza
2023;2;EE.UU. y Canadá;Mendoza;3171;30680;3274113.8;215;Aeropuerto de Mendoza
2023;2;Europa y resto del mundo;Mendoza;2505;21270;1781952.9;120;Aeropuerto de Mendoza
2023;2;Resto de América;Mendoza;4062;25922;3309632.1;438;Aeropuerto de Mendoza
2023;3;Brasil;Mendoza;21596;119105;26637163.3;1217;Aeropuerto de Mendoza
2023;3;Chile;Mendoza;11505;61437;5100727.0;609;Aeropuerto de Mendoza
2023;3;EE.UU. y Canadá;Mendoza;2728;26191;2513408.0;207;Aeropuerto de Mendoza
2023;3;Europa y resto del mundo;Mendoza;2340;41361;1737142.2;118;Aeropuerto de Mendoza
2023;3;Resto de América;Mendoza;4455;33972;3142570.5;414;Aeropuerto de Mendoza
2023;4;Brasil;Mendoza;15903;90050;20879625.6;1000;Aeropuerto de Mendoza
2023;4;Chile;Mendoza;9738;51551;4729247.9;407;Aeropuerto de Mendoza
2023;4;EE.UU. y Canadá;Mendoza;4881;33073;4635700.8;357;Aeropuerto de Mendoza
2023;4;Europa y resto del mundo;Mendoza;3386;30793;2715822.9;131;Aeropuerto de Mendoza
2023;4;Resto de América;Mendoza;4974;38988;3693787.4;457;Aeropuerto de Mendoza
2024;1;Brasil;Mendoza;14999;82119;18128371.7;828;Aeropuerto de Mendoza
2024;1;Chile;Mendoza;10492;51554;4235310.9;524;Aeropuerto de Mendoza
2024;1;EE.UU. y Canadá;Mendoza;6870;71226;8544125.4;378;Aeropuerto de Mendoza
2024;1;Europa y resto del mundo;Mendoza;5210;59262;5469192.2;281;Aeropuerto de Mendoza
2024;1;Resto de América;Mendoza;5531;46620;3887134.3;353;Aeropuerto de Mendoza
2024;2;Brasil;Mendoza;19546;97620;21969833.0;947;Aeropuerto de Mendoza
2024;2;Chile;Mendoza;8793;38755;3293995.1;693;Aeropuerto de Mendoza
2024;2;EE.UU. y Canadá;Mendoza;4092;46391;4121290.5;402;Aeropuerto de Mendoza
2024;2;Europa y resto del mundo;Mendoza;3301;32469;2471768.8;206;Aeropuerto de Mendoza
2024;2;Resto de América;Mendoza;5433;40355;3600578.8;440;Aeropuerto de Mendoza
2024;3;Brasil;Mendoza;19924;104597;19015724.2;1078;Aeropuerto de Mendoza
2024;3;Chile;Mendoza;10451;46766;3564815.4;936;Aeropuerto de Mendoza
2024;3;EE.UU. y Canadá;Mendoza;3407;37190;2832875.6;343;Aeropuerto de Mendoza
2024;3;Europa y resto del mundo;Mendoza;2751;34406;1822559.7;195;Aeropuerto de Mendoza
2024;3;Resto de América;Mendoza;5799;50976;4213460.1;520;Aeropuerto de Mendoza
2024;4;Brasil;Mendoza;13310;70497;12752957.5;864;Aeropuerto de Mendoza
2024;4;Chile;Mendoza;11512;44125;4215975.5;722;Aeropuerto de Mendoza
2024;4;EE.UU. y Canadá;Mendoza;5405;44426;6093957.1;456;Aeropuerto de Mendoza
2024;4;Europa y resto del mundo;Mendoza;4303;38267;3672931.5;254;Aeropuerto de Mendoza
2024;4;Resto de América;Mendoza;5670;44110;4640764.4;508;Aeropuerto de Mendoza
2025;1;Brasil;Mendoza;9481;51535;9728034.7;758;Aeropuerto de Mendoza
2025;1;Chile;Mendoza;9029;37351;3418517.3;622;Aeropuerto de Mendoza
2025;1;EE.UU. y Canadá;Mendoza;8516;76772;11880406.7;623;Aeropuerto de Mendoza
2025;1;Europa y resto del mundo;Mendoza;6176;85565;9217272.6;322;Aeropuerto de Mendoza
2025;1;Resto de América;Mendoza;5458;60515;5128902.1;412;Aeropuerto de Mendoza
2025;2;Brasil;Mendoza;13201;67707;15239001.6;1044;Aeropuerto de Mendoza
2025;2;Chile;Mendoza;7315;30742;2932208.9;635;Aeropuerto de Mendoza
2025;2;EE.UU. y Canadá;Mendoza;4058;45087;4967520.4;342;Aeropuerto de Mendoza
2025;2;Europa y resto del mundo;Mendoza;3434;40379;3033485.7;158;Aeropuerto de Mendoza
2025;2;Resto de América;Mendoza;4984;33844;3726962.1;414;Aeropuerto de Mendoza
2025;3;Brasil;Mendoza;12572;64690;13125303.8;735;Aeropuerto de Mendoza
2025;3;Chile;Mendoza;4823;18531;1733019.9;353;Aeropuerto de Mendoza
2025;3;EE.UU. y Canadá;Mendoza;2172;16619;1961916.6;120;Aeropuerto de Mendoza
2025;3;Europa y resto del mundo;Mendoza;2017;24299;1298749.9;90;Aeropuerto de Mendoza
2025;3;Resto de América;Mendoza;3000;19048;2209729.5;271;Aeropuerto de Mendoza
